STT,Ten_Xa,F,Q_tb,Q_tb_kiet,sigma,X_tb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X_nam_i,X_nam_j,h_nam_i,h_nam_j,V_reservoirs,flood_hours,X,X_mean,sigma_spi,salinity_val,K,k,H,h,W_13,w_13,M_xc,m,N,n,P_xl,P,S,S_tn,S_cham,W_18,PA,W_19,demand_increase,TC_dt,TC_nt,Z,z,P_school,p_total,Q_school,p_total_24
1049,Xã Sơn Thủy,39.51,74.87,6.33,84.87,56.62,71.85,77.99,46.24,78.48,71.35,21.21,46.77,86.38,87.18,6.81,34.68,50.15,44.79,17.22,25.61,95.86,77.13,63.88,41.93,93.21,63.06,16.91,60.75,56.06,30.3,54.54,7.68,57.06,91.28,71.55,47.45,86.61,98.63,32.78,10.16,1.99,63.67,45.33,36.76,29.11,40.2,35.96,34.97,56.81,16.01,93.58,89.81,88.37,41.45
1050,Xã Sơn Vĩ,47.37,17.03,5.01,12,45.89,76.25,94.59,93.06,11.96,56.7,28.9,55.81,11.78,9.12,31.29,56.31,47.1,65.69,48.21,82.24,18.01,79.64,61.37,5.81,15,90.13,66.11,10.03,86.53,81.87,71.28,66.95,27.42,77.56,98.01,27.56,5.67,80.61,85.32,11.77,7.68,29.35,52.5,32.7,66.52,12.95,52.22,64.74,58.33,51.06,0.76,96.32,52.6,30.96
1051,Xã Song Khủa,46.34,19.88,99.9,30.18,21.66,25.52,85.49,13.08,9,77.19,11.68,89.93,10.18,67.55,50.52,63.19,1.96,40.86,70.23,27.64,91.84,94.34,67.74,35.54,34.01,85.82,74.54,99.93,64.66,28.66,20.73,92.99,63.8,79.3,99.14,16.27,51.53,25.96,67.57,62.87,89.64,89.75,80.26,10.28,57.84,49.96,95.71,61.3,87.88,89.48,10.28,81.45,49.83,12.04
1052,Xã Sông Lô,45.04,46.8,51.61,86.07,59.29,37.71,7.46,58.39,61.8,53.05,42.02,57.76,45.4,70.69,19.57,37.36,21.99,1.48,23.81,86.37,28.41,38.38,12.68,17.22,4.81,67.9,69.61,21.69,56.96,31.6,59.16,83.05,30.11,38.53,56.78,74.03,59.28,30.14,67.47,54.88,10.57,71.64,13.47,80.4,34.82,69.3,0.46,57.71,76.41,6.64,48.74,85.48,1.57,14.49
1053,Xã Sông Mã,38.87,19.28,18.55,14.21,32.58,91.88,17.68,32.46,43.86,12.65,79.49,36.85,73.59,12.36,80.97,67.35,22.44,58.92,68.99,30.37,66.85,46.19,35.69,15.77,38.05,45.36,76.51,31.18,50.8,95.23,74.16,66.65,21.24,31.9,89.76,60.35,20.06,69.46,23.13,85.41,97.04,43.31,38.15,10.68,61.3,78.11,66.34,77.27,52.25,96.86,22.63,44.41,67.49,53.35
1054,Xã Sốp Cộp,36.23,76.08,14.43,64.31,19.66,48.96,27.08,13.64,67.98,74.06,31.8,79.43,82.3,75.53,56.57,35.67,55.67,74.3,39.39,74.17,36.17,82.66,0.23,71.77,91.18,77.11,12.5,53.15,67.37,77.95,30.56,5.3,12.74,69.55,11.52,86.03,81.55,77.64,98.79,10.48,92.93,35.34,50.74,95.84,92.34,64.48,36.41,53.81,81.8,26.94,86.98,66.25,90.88,89.14
1055,Xã Sủng Máng,29.91,75.93,73.52,23.71,45.48,27.22,6.1,22.68,94.95,76.79,0.73,44.2,16.85,29.05,79.51,24.56,51.32,60.38,47.89,59.69,12.31,33.39,54.25,65.62,83.99,21.36,17.7,30.82,43.98,8.22,39.63,54.14,59.68,87.97,45.79,33.58,88.79,47.3,85.08,0.71,4.48,55.03,97.91,94.23,50.54,0.23,28.46,1.74,22.35,90.16,12.64,70.95,33.42,67.6
1056,Xã Suối Hai,30.42,81.64,13.91,93.88,90.81,63.49,40.02,40.25,17.67,12.1,87.39,16.25,5.47,95.34,7.43,67.61,65.68,4.23,87.38,90.88,81.33,36.25,3.32,15.6,73.41,73.24,66.05,85.26,11.11,79.73,44.08,18.44,6.01,27.96,39.18,4.17,52.41,45.21,71.7,5.14,0.59,77.2,39.24,87.94,36.05,91.5,80.66,39.55,90.68,38.51,56.83,5.93,45.3,53.99
1057,Xã Suối Tọ,45.36,32.58,81.64,70.91,83,36.69,8.7,39.21,31.5,93.4,31.67,36.18,80.83,61.62,32.81,32.31,43.72,23.4,39.48,69.96,67.85,7.51,97.66,38.28,27.4,70.51,21.99,0.4,4.78,14.18,22.79,71.58,67.5,71.95,43.33,52.52,40.01,50.43,36.43,92.51,49.85,63.68,83.35,6.91,65.25,87.04,50.04,91.52,16.95,2.47,74.53,10.37,20.71,70.19
1058,Xã Tả Củ Tỷ,31.07,89.93,43.77,55.59,16.05,84.52,74.93,3.33,6.67,79.9,52.04,79.98,42.39,35.94,46.09,40.19,49.02,76.1,14.91,6.9,39.99,83.64,25.7,19.94,80.68,12.65,35.45,72.86,60.73,65.17,25.09,21.53,70.96,36.05,63.25,33.84,42.27,59.92,69.02,52.27,26.4,96.48,80.29,38.04,37.21,30.12,93.48,25.58,81.41,74.68,45.53,56.6,65.71,55.64
1059,Xã Tà Hộc,48.98,3.7,73.59,69.68,61.03,20.42,93.92,13.34,49.24,56.98,37.42,81.49,88.8,48.57,89.44,45.65,73.17,4.1,55.84,12.69,11.26,39.95,61.22,75.42,28.12,54.95,70.51,14.81,87.95,63.23,81.51,45.69,50.74,44.15,91.61,36.9,40.33,31.41,50.1,70.23,96.11,85.09,35.73,47.3,60.52,20.31,6.24,27.71,4.11,9.7,19.99,38.28,27.03,86.88
1060,Xã Tạ Khoa,48.2,51.35,25.75,91.18,55.7,35.86,39.94,21.19,87.54,5.88,49.34,47.12,16.34,26.63,35.08,56.26,34.24,62.27,69.19,13.22,87.39,84.46,9.75,74.07,65.79,27.13,73.32,46.91,28.54,59.69,11.13,68,21.43,78.36,32.57,98.89,50.55,94.66,31.76,75.94,69.8,16.47,39.64,19.24,42.03,69.58,25.9,89.63,63.84,49.43,9.3,64.22,85.55,29.05
1061,Xã Tả Lèng,19.51,46.46,29.7,80.08,25.16,91.12,26.26,58.35,74.1,1.03,96.38,9.31,18.28,85.98,1.51,32.25,50.56,93.76,10.78,54.62,4.91,47.57,48.13,99.31,4.59,51.23,98.15,42.8,69.55,20.1,56.57,23.95,97.64,56.75,50.19,80.85,62.5,98.93,17.76,26.56,57.42,15.52,38.88,58.84,3.33,57.46,2.49,26.63,77.56,13.05,56.78,7.51,37.49,3.4
1062,Xã Tả Phìn,9.69,96.64,64.38,41,88.3,13.27,27.43,53.81,46.32,92.42,15.16,87.15,91.99,9.42,99.45,11.27,8.08,44.89,78.38,68.28,22.34,41.89,22.53,1.15,27.27,50.09,32.65,8.44,50.73,20.84,53.07,13.85,4.55,48.4,36.54,2.71,56.99,39.61,68.92,54.72,33.97,24.16,88.71,95.38,49.78,10.24,78.43,19.73,52.71,28.46,1.35,89.74,9.3,80.72
1063,Xã Tà Si Láng,42.14,26.49,84.45,97.68,64.3,55.71,69.12,38.61,64.05,56.18,95.14,45.53,5.19,96.74,14.67,72.84,5.03,66.38,38.59,37.48,76.82,75.57,52.05,37.74,3.74,26.9,54.8,21.92,55.07,20.35,27.98,15.67,84.3,50.63,95.79,45.4,49.87,0.08,68.41,85.09,93.43,35.2,22.87,8.24,17.61,73.57,67.24,29.19,6.61,7.54,24.44,60.79,54.45,77.51
1064,Xã Tà Tổng,38.22,19.32,27.37,40.05,14.36,11.98,9.69,7.75,20.96,94.19,40.21,55.57,93.29,36.04,90.57,79.64,76.76,45.01,0.94,73.69,45.36,79.86,73.15,4.91,7.14,90.31,11.6,8.76,23.97,36.36,45.39,14.69,3.11,83.54,68.07,73,43.93,5.53,41.66,28.24,98.49,38.1,15.99,6.62,7.74,67.01,87.64,51.79,57.17,23.24,18.83,13.92,14.54,41.34
1065,Xã Tả Van,44.42,4.46,41.9,6.77,20.73,10.93,91.04,59.25,2.23,59.35,58.08,56.3,37.84,79.3,38.16,50.76,87.04,7.87,13.38,56.29,75.33,96.99,27.14,53,43.92,0.77,19.42,37.27,65.39,50.43,79.52,62.67,66.61,19.73,48.54,12.5,27.75,1.01,55.11,5.28,67.16,72.05,13.47,33.87,30.4,51.34,45.29,56.17,60.27,47.42,8.25,27.6,52.12,21.3
1066,Xã Tà Xùa,29.05,51.38,3.45,17.56,13,1.56,77.17,4.89,57.14,77.23,32.9,43.16,66.98,60.8,13.84,83.92,3.06,19.99,5.79,48.46,83.43,97.84,96.24,76.96,30.09,51.87,8.07,47.06,74.06,16.68,21.89,22.54,67.92,79.33,44.36,2.94,27.19,35.42,56.84,12.27,32.31,37.24,63.91,38.78,5.1,82.32,25.95,63,40.57,74.83,53.49,31.93,46.46,62.11
1067,Xã Tam Chung,17.17,13.06,27.4,53.39,46.84,71.62,8.02,4.11,68.69,5.11,95.87,19.86,51.78,36.88,2.31,81.63,98.89,64.69,7.55,22.39,35.22,31.17,45.82,27.74,13.88,5.43,1.4,81.32,36.67,99.8,17.16,74.92,66.09,93.27,30.07,81.84,85.08,48.32,5.37,92.47,44.12,76.98,20.26,39.15,1.03,20.85,64.38,1.69,64.8,59.35,95.03,35.17,80.01,51.24
1068,Xã Tam Đa,46.75,79.55,35.08,22.04,32.26,34.9,1.01,60.36,16.2,32.8,39.29,77.67,84.7,86.87,26.71,24.12,45.02,3.25,88.69,83.37,50.79,42.43,14.92,28.98,36.18,40.69,57.29,38.1,83.64,42.35,6.21,58.12,83.83,40.92,86.58,91.87,63.18,33.97,91.75,50.64,79.93,96.44,41.44,21.97,34.79,38.62,53.72,4.35,9.88,20.91,34.86,52.92,79.73,90.49
1069,Xã Tam Đảo,32.4,15.56,10.86,57.04,77.38,59.64,64.91,56.39,25.57,85.49,27.25,36.34,73.46,34.78,44.14,85.64,38.58,27.79,96.47,77.54,82.26,12.55,62.55,81.49,83.92,32.11,92.29,74.67,53.79,9.09,31.21,93.68,19.44,9.41,90.49,82.61,23.48,3.47,80.14,84.19,11.65,97.03,72.32,0.34,92.53,47.03,74.15,36.89,23.83,65.05,56.38,24.8,46.02,48.78
1070,Xã Tam Dương,13.62,12.39,83.15,83.45,44.78,98.33,2.15,61.89,48.15,45.5,13.01,39.87,20.3,59.83,79.98,90.23,15.5,19.65,76.54,6.1,51.59,85.47,79.5,44.21,19.13,93.02,59.86,36.06,63.42,16.66,98.43,89.42,48.89,43.68,8.47,71.48,7,39.28,29.16,39.27,55.17,48.43,17.89,80.38,31.13,23.01,55.56,45.28,49.41,5.11,88.97,46.63,59.07,5.48
1071,Xã Tam Dương Bắc,39.87,55.89,65.28,45.02,60.6,63.45,66,27.1,33.99,32.19,65.09,60.44,81.45,72.7,14.8,7.69,62.36,69.82,48.13,7.81,78.36,51.13,49.19,25.46,87.78,57.01,11.59,41.47,89.39,98.43,45.66,64,81.88,44.94,80.76,34.29,60.57,57.77,16.16,23.77,38.69,28.67,66.45,60.15,17.28,67.3,75.81,61.02,8.43,85.2,46.36,88.26,40.67,49.56
1072,Xã Tam Giang,22,54.68,24.04,80.45,37.01,27.24,44.97,14.96,79.76,33.05,76.41,47.37,77.87,48.33,39.07,11.95,70.08,29.51,57.76,28.2,99.1,84.52,49.69,38.17,82.28,55.31,46.8,55.45,66.38,88.31,77.48,61.42,42.18,46.01,87.15,17.2,12.82,61.68,73.03,75.28,57.75,63.41,42.84,75.93,19.46,93.07,15.38,30.15,9.38,17.05,62.24,39.79,99.42,32.19
1073,Xã Tam Hồng,41.89,54.39,24.75,67.19,97.44,28.24,78.62,57.06,30.79,62.92,28.42,64.64,96,84.87,80.42,88.59,10.93,49.43,91.63,24.62,72.37,59.15,1.84,13.49,48.02,88.77,52.54,22.79,33.29,73.56,73.39,58.12,15.38,86.06,25.12,34.44,87.61,7.77,55.75,67.17,36.13,91.06,15.32,8.14,29.54,76.62,88.11,12.5,18.03,1.18,81.2,98.99,42.59,99.06
1074,Xã Tam Hưng,9.9,29.52,78.49,89.96,98.28,12.68,74.47,18,18.5,14.45,32.63,87.02,47.73,45.72,9.33,4.67,3.07,24.36,81.12,45.46,47.39,84.1,72.56,25.47,76.16,7.06,44.22,45.58,3.22,38.78,47.98,0.52,93.65,29.98,63.49,71.13,17.87,1.64,93.9,14.2,27.1,12.18,4.01,52.67,3.52,50.29,35.47,90.48,3.04,90.04,38.58,57.56,15.45,50.62
1075,Xã Tam Kim,16.7,4,28.91,40.46,47.72,27.64,72.49,59.81,62.64,53.31,55.65,67.86,98.27,85.38,4.29,2.6,23,41.97,32.27,16.34,59.02,95.27,70.34,61.43,49.53,51.16,72.28,55.49,68.96,25.6,66.34,7.87,51.44,15.44,51.63,60.49,8.79,18.68,25.18,32.94,5.92,15.28,78.51,90.22,31,42.12,49.71,1.23,63.63,58.45,86.22,11.77,5.6,85.78
1076,Xã Tam Nông,16.03,53.06,20.24,86.31,56.84,4.15,54.4,26.01,66.99,32.95,49.03,26.14,37.73,12.74,0.25,49.9,46.09,50.93,39.26,3.81,24.84,86.06,59.37,8.72,10.56,53.46,95.44,90.16,41.99,50.06,36.78,38.16,35.95,99.4,22.87,11.39,79.83,83.68,45.23,67,92.23,9.27,9.78,47.06,58.45,73.66,2.57,82.62,94.25,3.65,64.96,76.36,7.74,80.29
1077,Xã Tam Sơn,6.35,12.39,58.71,67.34,28.57,90.34,76.33,52.16,13.65,60.28,99.85,91.12,1.47,67.27,28.85,80.81,68.14,54.09,59.81,41.81,51.05,30.9,24.24,56.13,79.38,89.46,5.13,63.94,9.46,79.05,32.03,4.86,38.88,85.29,41.81,82.12,84.07,92.58,69.47,97.76,45.37,51.15,21.02,8.21,68.88,11.03,27.09,16.23,96.93,91.56,66.09,34.78,77.21,35.39
1078,Xã Tam Tiến,30.26,16.73,40.02,0.51,80.81,41.42,44.4,53.57,93.74,90.39,39.67,54.08,57.43,26.34,48.03,81.22,39,43.35,87.86,66.14,38.2,54.4,3.91,78.86,46.81,22.5,31.42,64.08,20.06,29.63,5.03,65.54,99.91,88.77,40.49,22.15,37.38,33.37,29.12,83.34,82.3,81.93,19.93,72.89,81.69,70.95,36.78,30.41,31.72,35.43,98.97,99.25,54.08,70.53
1079,Xã Tân An,13.46,90.48,70.06,38.87,93.9,28.63,77.5,0.42,75.01,95.73,33.6,20.12,35.85,90.92,93.83,32.47,42.47,63.49,48.1,72.2,66.71,9.9,11.91,32.56,2.86,35.06,13.94,74.16,67.18,35.33,26.64,56.83,98.68,11.77,54.66,18.04,33.25,28.28,33.41,43.39,81.18,4.07,94.39,31.63,94.09,75.54,38.66,75.64,56.72,25.85,71.34,45.56,23.15,78.55
1081,Xã Tân Chi,15.67,17.94,2.41,59.05,8.07,31.81,15.31,39.12,59.51,17.48,40.46,77,92.59,25.02,40.09,29.37,99.95,0.49,13.88,42.39,6.94,59.38,87.52,14.14,63.77,47.81,71.19,81.5,40.16,56.36,96.6,25.8,7.18,89.27,25.3,89.68,18.75,20.01,11.76,45.14,78.74,36.49,61.74,95.53,51.19,94.67,57.73,84.76,45.21,48.92,97.9,41.52,53.01,10.01
1082,Xã Tân Cương,33.24,66.22,73.03,23.75,70,61.77,94.2,68.27,53.34,28.43,1.95,30.36,93.58,62.71,71.85,63.05,15.91,55.47,63.58,33.46,22.47,13.03,86.81,71.54,33.47,76.87,85.77,72.23,72.98,43.47,42.93,19.05,34.03,85.65,92.64,25.41,64.14,72.54,86.57,4.6,67.06,52.1,45.78,88.64,3.73,84.74,24.23,72.25,93.7,76.41,48.74,27.49,34.92,11.31
1083,Xã Tân Dĩnh,15.44,42.48,28.82,41.26,30.88,32.88,62.78,24.3,87.12,61.77,58.67,85.24,90.64,0.14,71,88.75,4.26,2.54,59.82,33.22,74.74,77.14,62.09,5.49,39.25,76.74,69.32,94.29,3.6,43.09,9.4,9.69,15.22,25.2,97.88,92.84,6.81,58.6,28.81,42.97,31.92,13.37,9.86,68.39,43.57,25.31,62.28,47.26,39.06,26.73,1.16,73.3,82.43,3.77
1084,Xã Tân Đoàn,39.4,0.91,76.56,79.36,16.28,34.28,99.96,40.74,60.44,16.07,99.4,52.15,47.31,0.91,97.46,1.01,82.57,92.78,7.7,75.39,24.61,24.21,27.96,5.41,51.72,18.76,26.1,27.16,92.13,63.25,15.12,54.72,98.78,18.85,66.4,55.22,76.45,56.47,56.97,73.08,9.21,41.42,65.12,74,39.55,52.95,15.82,98.28,15.79,61.45,9.26,95.9,39.15,29.38
1085,Xã Tân Hợp,41.86,50.61,31.76,61.18,9.45,13.01,80.19,2.51,16.58,57.13,17.84,22.68,54.11,61.15,7.28,89.03,68.19,89.46,54.37,81.54,86.35,27.31,75.59,72.38,84.47,45.39,49.9,65.87,14.89,72.19,6.08,32.75,49.51,17.3,83.9,94.55,75.42,25.22,84.91,6.19,56.51,40.03,86.7,95.14,67.18,64.68,45.09,35.75,2.41,30.01,1.49,28.68,49.7,97.71
1086,Xã Tân Hưng,20.46,41.22,46.22,21.92,90.35,94.44,89.89,99.96,61.58,62.48,86.52,31.15,50.98,8.38,86.46,85.76,71.21,36.8,0.32,71.75,29.6,22.9,2,86.82,43.71,9.8,95.41,69.91,86.83,32.26,84.79,55.18,63.99,14.22,59.74,49.56,39.51,31.32,56.88,48.54,14.35,15.33,36.92,25.39,56.97,78.44,30.94,23.83,40,79.81,59.15,20.63,21.55,80.13
1087,Xã Tân Khánh,23.69,30.46,75.89,61.78,47.12,64.17,76.35,30.16,33.72,39.98,29.67,5.98,8.92,11.79,63.33,21.07,97.21,82.31,6.22,83.7,95.04,64.63,61.39,34.18,26.29,9.07,43.35,59.3,93.28,39.74,69.47,34.07,66.12,53.51,93.26,36.19,14.97,43.42,88.34,75.96,10.33,25.09,50.75,87.11,19.67,81.95,92.58,15.33,3.04,24.87,6.07,85.68,18.97,74.51
1088,Xã Tân Kỳ,17.28,23.99,97.6,41.96,72.06,87.8,95.19,36.13,41.15,81.78,70.04,47.42,32.37,17.37,10.98,56.19,12.53,55.94,28.64,40.28,13.05,0.76,77.09,63.36,48.21,5.8,19.81,58.86,89.26,64.72,58.92,92.28,18.97,16.14,33.83,38.9,10.42,71.19,12.02,29.91,16.51,1.12,75.18,87.57,29.13,19.26,28.81,35.29,48.28,74.79,95.16,94.37,3.3,10.96
1090,Xã Tân Lạc,33.79,27.89,76.13,48.67,24.29,19.18,11.16,28.91,97.1,24.48,30.18,24.04,7.96,20.45,98.08,97.45,32.46,10.43,57.22,59.24,95.7,94.56,41.61,89.6,22.85,53.63,45.11,10.16,26.34,41.35,44.5,35.22,77.34,15.06,88.73,13.51,84.04,64.4,15.54,31.99,54,55.23,26.2,9.24,79.03,82.11,77.93,58.83,21.17,21.78,35.65,73.95,67.46,5.25
1091,Xã Tân Lĩnh,42.18,24.82,19.91,0.47,31.54,6.99,97.75,53.53,71.08,43.32,89.57,18.13,68.95,79.68,14.56,96.74,83.69,6.71,48.24,64.03,37.78,72.3,57.12,33.45,14.01,27.93,7.34,12.44,41.77,89.2,37.9,31.69,9.65,98.19,97.7,3.93,71.55,93.45,74.59,38.69,90.32,88.11,42.57,18.98,61.82,72.76,91.69,51.81,49.1,4.35,76.28,64.24,38.14,94.7
1092,Xã Tân Long,27.42,83.42,56.19,6.72,80.83,34.89,71.76,45.81,78.2,88.85,10.14,56.43,81.82,69.51,44.18,79.34,26.58,92.08,35.47,15.7,61.42,11.26,88.4,79.94,52.9,30.18,17,48.59,43.71,98.03,99.63,80.73,86.39,31.57,65.81,7.82,97.97,46.82,69.8,65.38,53.39,59,35.55,16,33.22,48.94,8.9,66.8,20.01,80.09,32.66,76.05,56.97,17.75
1093,Xã Tân Mai,49.41,77.07,11.13,66.57,93.2,20.48,28.04,75.31,65.75,4.89,90.44,80.91,41.97,66.09,53.93,13.13,56.89,70.82,22.04,32.11,44.48,95.94,45.15,24.71,44.34,56.61,38.89,36.72,29.96,63.39,2.06,64.22,2.99,48.43,46.57,0.1,50,53.48,23.59,75.29,95.4,67.78,75.32,11.11,78.78,17.38,30.85,52.71,46.06,90.76,63.28,60.17,49.08,96.31
1094,Xã Tân Minh,27.62,99.78,35.03,65.45,18.93,85.06,68.16,61.64,30.27,15.36,89.76,19.5,75.51,95.56,84.19,16.33,91.72,39.99,92.73,2.83,29.99,75.3,41.01,46.12,97.44,17.57,34.99,6.39,70.98,36,90.69,39.46,73.32,15.11,39.55,19.37,74.49,97.67,92.66,80.84,20.37,84.57,22.8,93.75,99.35,99.02,94.62,19.02,93.26,68.3,35.79,72.59,5.11,60.76
1096,Xã Tân Mỹ,26.51,11.74,44.58,91.76,19.79,7.66,42.92,29.01,92.44,60.83,3.84,47.39,50.87,13.33,43.2,43.01,90.79,14.12,38.39,94.93,1.77,58.33,17.44,21.31,83.81,16.51,4.12,34.13,23.43,58.08,35.69,4.65,40.91,48.88,0.31,52.82,74.55,95.6,56.43,6.13,9.67,1.83,48.64,40,48.44,73.14,97.78,76.25,42.82,36.52,46.53,49.71,28.05,97.46
1097,Xã Tân Pheo,47.54,97.48,21.17,70.26,22.76,87.91,89.55,30.34,30.73,66.86,53.8,50.76,52.2,64.24,87.86,8.14,11.16,43.91,2.92,60.31,17.56,71.48,19.71,50.65,69.8,18.31,75.79,22.53,30.12,50.82,42.99,27.41,95.54,13.29,14.71,43.02,61.26,40.81,32.93,50.91,79.77,15.73,78.15,59.42,52,1.02,90.11,91.28,61.4,60.21,55.84,80.09,55.21,62.03
1098,Xã Tân Phong,33.57,4.51,82.17,30.54,32.87,26.47,4.57,88.76,9.88,78.27,7.95,61.85,72.81,17.62,91.79,30.55,39.31,51.76,31.85,66.82,11.62,58.51,50,59.46,28.22,96.96,45.53,68.22,9.07,61.86,93.8,22.18,1.97,47.85,67.18,47.35,10.31,32.15,72.94,13.34,71.12,66.6,87,97.37,40.29,34.26,8.99,46.29,33.52,13.52,79.75,9.05,48.76,1.69
1099,Xã Tân Quang,14.65,17.63,73.78,93.07,51.61,5.22,73.6,79.78,9.88,23.18,79.56,2.02,57.42,32.41,80.43,96.64,38.88,54.97,2.5,90.56,73.77,28.62,98.74,23.19,39.04,30.91,2.63,30.86,43.1,80.66,79.82,61.15,6.17,48.25,2.13,72.56,35.94,44.29,89.77,81.02,66.61,99.5,79.02,57.06,14.86,12.16,14.48,85.98,48.68,3.42,58.24,33.82,39.77,42.83
1100,Xã Tân Sơn,15.92,8.1,53.14,27.61,19.62,56.4,55.16,91.76,74.47,31.43,82.88,53.76,50.01,2.52,23.65,28.13,62.89,29.14,19.22,18.87,58.37,59.04,55.16,39.09,28.93,89.63,57.86,66.64,98.77,87.3,22.62,22.59,76.06,40.48,21.32,93.67,49.8,10.79,82.38,55.91,9.24,35.89,21.37,84.42,65.66,41.17,25.17,32.83,20.18,79.85,8.82,42.11,34.44,29.78
1102,Xã Tân Thanh,38.89,37.51,60.74,99.13,51.51,41.01,25.28,86.82,42.85,72.39,50.04,10.2,9.45,88.88,96.79,9.67,13.68,83.18,65.16,85.9,80.51,22.52,17.2,15.79,70.06,56.07,15.76,22.84,78.75,29.16,21.88,6.74,59.19,77.05,20.75,42.98,2,98.47,86.39,79.1,48.96,74.26,83.51,24.37,50.49,28.85,81.3,92.32,18.01,23.31,28.85,52.24,35.25,51.95
1104,Xã Tân Thành,9.38,70.75,87.7,71.84,31.36,22.28,8.1,42.18,67.94,31.11,68.63,36.77,78.22,58.45,6.45,81.53,37.37,58.95,53.91,99.53,61.72,22.05,75.36,89.09,79.2,9.4,94.96,89.08,14.4,4.36,11.53,25.86,5.18,86.15,82.91,59.88,59.93,69.48,70.85,73.66,74.68,91.4,81.68,74.92,37.86,69.05,36.25,36.11,61.81,3.9,69.38,73.41,40.77,49.55
1106,Xã Tân Thuận,14.37,41.83,73.93,4.33,30.25,99.02,96.81,46.71,80.04,68.56,62.4,10.12,50.19,51.16,18.42,18.1,86.98,31.14,88.16,45.38,53.47,11.14,57.67,63.65,48.91,34.91,83.94,38.07,98.14,15.37,98.17,86.32,25.17,63.78,92.04,56.25,22.7,51.9,8.97,75.15,33.55,5.37,28.09,28.57,58.7,69.81,61.07,24.59,70,18.2,43.72,10.92,81.43,48.17
1108,Xã Tân Tiến,29.44,52.01,38.13,86.13,64.93,14.58,95.19,50.58,65.35,57.33,58.88,79.2,4.26,71.39,78.12,63.03,37.22,40.39,98.44,71.83,3.35,12.55,0.17,13.31,21.92,60.47,6.83,8.08,59.5,94.5,90.95,96.56,35.34,34.46,53.61,74.24,1.8,47.57,88.41,85.05,15.92,57.74,72.42,1.77,13.29,24.18,82.62,2.26,34.87,37.29,40.84,63.65,43.23,14.1
1112,Xã Tân Trào,30.14,81.79,34.88,48.5,57.98,34.15,58.95,81.34,60.09,52.65,86.34,56.61,71.66,86.41,41.72,36.56,64.18,95.3,15.31,3.88,86.24,67.68,77.3,52.59,61.47,1,28.13,67.13,3.56,34.08,58.17,48.17,46.6,62.9,42.43,6.64,50.84,18.82,74.37,7.94,63.66,30.15,14.96,92.39,21.07,71.77,3.15,96.7,14.87,47.02,88.63,40.01,49.08,11.85
1113,Xã Tân Tri,43.9,21.44,59.77,81.35,24.37,21.39,69.97,32.16,40.66,0.72,80.08,53.47,32.72,98.87,29.74,14,29.63,32.19,94.62,80.74,28.87,85.45,43.12,82.67,33.46,2.83,16.39,64.89,0.22,55.56,84.58,7.63,58.22,30.07,43.7,37.47,62.62,76.82,0.51,62.36,41.04,62.59,97.94,86.58,1.1,1.43,73.82,21.55,29.44,0.74,36.69,88.43,53.75,45.96
1114,Xã Tân Trịnh,9.6,5.55,34.72,11.78,79.68,38.09,44.78,61.94,96.08,26.23,25.16,53.72,34.86,84.54,56,68.45,81.9,67.04,61.43,3.52,95.88,59.33,87.11,12.76,64.68,46.3,90.02,7.39,43.24,82.05,70.69,22.81,79.5,52.38,40.94,60.46,26.79,7.82,43.46,54.67,33.42,62.23,47.46,68.39,41.97,85.58,54.78,73.23,79.96,98.76,65.36,28.7,4.42,35.82
1115,Xã Tân Uyên,31.41,57.7,88.81,28.63,95.78,93.36,90.89,45.83,70.33,77.7,32.84,86.09,80.79,24.96,12.63,9.01,50.69,91.07,41.91,22.89,25.99,2.72,9.95,9.88,26.27,32.02,71.22,9.08,79.53,5.46,3.34,34.17,20.98,80.3,61.15,22.39,36.92,40.19,59.17,6.13,5.11,15.41,77.24,20.06,75.2,1.85,32.81,41.99,37.73,47.08,62.17,56.88,14.89,7.62
1116,Xã Tân Văn,8.13,45.57,73.66,97.21,75.97,67.54,86.03,14.85,82.01,96.78,20.88,60.21,98.34,57.97,74.64,1.28,33.72,15.73,53.02,80,90.14,51.47,69.27,70.52,56.02,24.94,33.78,96.3,85.97,83.48,50.64,71.63,44.14,18.47,31.79,93.4,58.49,45.83,61.76,93.78,2.6,22.41,31.5,74.61,30.27,88.41,92.31,0.98,94.13,23.91,67.92,27.15,77.51,55.06
1117,Xã Tân Yên,27.18,34.63,91.92,19.2,73.89,83.84,42.95,67.06,32.53,5.71,53.49,87.98,7.81,41.42,37.27,30.43,28.95,29.79,20.49,92.57,0.69,6.44,51.4,90.04,63.62,59.63,84.05,36.99,13.57,43.67,75.73,86.31,67.88,0.91,65.94,87.97,22.73,70.43,27.48,23.31,33.5,51.88,3.7,58.06,90.39,37.28,89.95,78.07,58.16,47.11,25.29,91.72,91.93,97.23
1119,Xã Tằng Loỏng,7.28,31.95,47.37,43.42,89.94,90.79,48.78,35.63,12.74,34.72,55.85,35.72,34.49,7.39,47.85,65.38,32.12,73.8,0.14,29.03,73.03,93.46,14.3,14.07,48.58,76.78,6.87,49.13,57.81,79.73,15.41,10.86,81.51,96.09,26.7,95.34,99.87,12.16,80.92,95.45,65.97,61.22,33.23,3.81,50.42,84.3,88.05,27.24,38.4,70.24,56.22,10.18,36.28,51.21
